Lab.ID,Compound.name,mz,RT,CAS.ID,HMDB.ID,KEGG.ID,Formula,mz.pos,mz.neg,Submitter,INCHIKEY,SMILE,Source,date,synonyms,Species_all,superclass,class,subclass,parent_levels,description
C00019823,Claudimerin A,758.3818687,NA,155233-22-0,,,C48H54O8,NA,NA,Xiao Wang,WJAGAVCAFLENPA-UHFFFAOYNA-N,c1(c(=O)oc2c(c1)c1c3c(c2C(C)(C)C=C)OC([C@H]2[C@H]3[C@@H]3[C@@H](O1)C(Oc1c3c(O2)c2c(c1C(C)(C)C=C)oc(=O)c(c2)C(C)(C)C=C)(C)C)(C)C)C(C)(C)C=C,KNApSack,"Jun26,2023",Claudimerin A,Citrus hassaku,Phenylpropanoids and polyketides,Isoflavonoids,Rotenoids,NA,"This compound belongs to the class of organic compounds known as rotenoids. These are phenolic compounds containing a cis-fused tetrahydrochromeno[3,4-b]chromene nucleus. Many rotenoids contain an additional ring, e.g. rotenone. They are isoflavonoids characterized by the presence of an extra carbon atom in an additional heterocyclic ring."
C00048334,Bethoside C,758.4452568,NA,1142859-78-6,,,C39H66O14,NA,NA,Xiao Wang,MEXRAORYVXTDHD-LZJZDWNONA-N,C1[C@H]2[C@H]([C@H]3[C@](C1)([C@H]([C@H](C3)O)[C@@H]([C@@H](CC[C@H](CO)C)O)C)C)CC=C1[C@@]2(CC[C@@H](C1)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)CO)O)O)O)O)O)CO)C,KNApSack,"Jun26,2023",Bethoside C|(-)-Bethoside C,Beta vulgaris,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,NA,This compound belongs to the class of organic compounds known as steroidal glycosides. These are sterol lipids containing a carbohydrate moiety glycosidically linked to the steroid skeleton.
C00048545,Soyasaponin IV,766.4503422,NA,108906-97-4,,,C41H66O13,NA,NA,Xiao Wang,LASVNNIDKPXXMG-ASPAEIACNA-N,C1[C@@H]2[C@]([C@@H](CC1(C)C)O)(CC[C@@]1(C2=CC[C@H]2[C@]1(CC[C@@H]1[C@@]2(CC[C@@H]([C@]1(C)CO)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O[C@H]1[C@@H]([C@H]([C@H](CO1)O)O)O)O)O)C(=O)O)C)C)C)C,KNApSack,"Jun26,2023",Soyasaponin IV,Impatiens siculifer|Glycine max,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Triterpene glycosides | Triterpene saponins,"This compound belongs to the class of organic compounds known as triterpene saponins. These are glycosylated derivatives of triterpene sapogenins. The sapogenin moiety backbone is usually based on the oleanane, ursane, taraxastane, bauerane,  lanostane, lupeol, lupane, dammarane, cycloartane, friedelane, hopane, 9b,19-cyclo-lanostane, cycloartane, or cycloartanol skeleton."
C00055183,Arachisprenol 11,766.6991675,NA,200132-92-9,,,C55H90O,NA,NA,Xiao Wang,HZPDWWAUEPAQPO-YUJLLXGISA-N,C/C(CC/C=C(C)/C)=CCC/C(C)=CCC/C(C)=CCC/C(C)=CC/C(C)=CCCC/C(C)=CCC/C(C)=CCC/C(C)=CCC/C(C)=CCC/C(C)=CCO,KNApSack,"Jun26,2023",Arachisprenol 11,Arachis hypogaea,NA,NA,NA,NA,NA
C00007462,Coenzyme A,767.1152084,NA,1763-10-6,,,C21H36N7O16P3S,NA,NA,Xiao Wang,MNBKLUUYKPBKDU-BQVDOTMPNA-N,n1c2c(c(nc1)N)ncn2[C@H]1[C@H]([C@H]([C@H](O1)CO[P@@](=O)(O)O[P@](=O)(O)OCC(C)(C)[C@H](C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCCCCC)O)OP(=O)(O)O)O,KNApSack,"Jun26,2023",Coenzyme A|Palmitoyl CoA|Palmityl-CoA,Escherichia coli|Arabidopsis thaliana|Oryza sativa|FOOD SAKE,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs | Long-chain fatty acyl CoAs,This compound belongs to the class of organic compounds known as long-chain fatty acyl coas. These are acyl CoAs where the group acylated to the coenzyme A moiety is a long aliphatic chain of 13 to 21 carbon atoms.
C00014082,Isovitexin 2''-O-(6'''-feruloyl)glucoside,770.2058144,NA,220948-77-6,,,C37H38O18,NA,NA,Xiao Wang,VJSPPRJRRDZQLT-HKIXSQAZNA-N,c1(oc2c(c(=O)c1)c(c(c(c2)O)[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)/C=C/c1cc(c(cc1)O)OC)O)O)O)O)c1ccc(cc1)O,KNApSack,"Jun26,2023",Isovitexin 2''-O-(6'''-feruloyl)glucoside,Bryonia sp.|Cucumis sativus,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,NA,This compound belongs to the class of organic compounds known as flavonoid c-glycosides. These are compounds containing a carbohydrate moiety which is C-glycosidically linked to the 2-phenylchromen-4-one flavonoid backbone.
C00006897,Petunidin 3-(4'''-p-coumarylrutinoside),771.2136395,NA,69896-02-2,,,C37H39O18,NA,NA,Xiao Wang,GGHKWVKYMAQQGH-UHFFFAOYNA-O,c1(cc(c2c(c1)[o+]c(c(c2)O[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)CO[C@H]1[C@H]([C@H]([C@H]([C@H](O1)C)OC(=O)/C=C/c1ccc(cc1)O)O)O)O)O)O)c1cc(c(c(c1)OC)O)O)O)O,KNApSack,"Jun26,2023",Petunidin 3-(4'''-p-coumarylrutinoside),Iris spp.|Solanum tuberosum,NA,NA,NA,NA,NA
C00006692,Peonidin 3-rutinoside-5-glucoside,771.2347688,NA,39824-85-6,,,C34H43O20,NA,NA,Xiao Wang,ABORBIAHEXNJQM-XQFPBPCXNA-O,c1(cc(c2c(c1)[o+]c(c(c2)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)C)O)O)O)O)O)O)c1ccc(c(c1)OC)O)O[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O,KNApSack,"Jun26,2023",Peonidin 3-rutinoside-5-glucoside,Berberis buxifolia|Saintpaulia ionantha|Streptocarpus spp.|Gladiolus gandavensis|Magnolia spp.|Solanum tuberosum,NA,NA,NA,NA,NA
C00005454,Quercetin 3-(2G-glucosylrutinoside),772.2062083,NA,55696-55-4,,,C33H40O21,NA,NA,Xiao Wang,MNMUPTOJETVJCW-XCYGMNPFNA-N,c1(cc(c2c(c1)oc(c(c2=O)O[C@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)CO[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)C)O)O)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)CO)O)O)O)c1ccc(c(c1)O)O)O)O,KNApSack,"Jun26,2023",Quercetin 3-(2G-glucosylrutinoside),Ecklonia stolonifera|Annona muricata|Mercurialis annua|Glycine max|Syringa sweginzowii|Solanum tuberosum,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid O-glycosides | Flavonoid-3-O-glycosides,This compound belongs to the class of organic compounds known as flavonoid-3-o-glycosides. These are phenolic compounds containing a flavonoid moiety which is O-glycosidically linked to carbohydrate moiety at the C3-position.
C00056651,Glycinoprenol 11,772.7461177,NA,121254-98-6,,,C55H96O,NA,NA,Xiao Wang,UXICBYIGXYAKQO-QEWIRYEUSA-N,C[C@H](CCCC(C)C)CCC[C@@H](C)CCC/C(C)=C/CC/C(C)=CCC/C(C)=CCC/C(C)=CCC/C(C)=CCC/C(C)=CCC/C(C)=CCC/C(C)=CCO,KNApSack,"Jun26,2023",Glycinoprenol 11,Glycine max,Lipids and lipid-like molecules,Prenol lipids,Polyprenols,NA,This compound belongs to the class of organic compounds known as polyprenols. These are prenols with more than 4 consecutive isoprene units.
C00006884,Awobanin,773.192904,NA,"64615-55-0,136031-06-6",,,C36H37O19,NA,NA,Xiao Wang,HXWHJZIJSNBCJX-NPJIBHEINA-O,c1(cc(c2c(c1)[o+]c(c(c2)O[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)COC(=O)/C=C/c1ccc(cc1)O)O)O)O)c1cc(c(c(c1)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)CO)O)O)O)O,KNApSack,"Jun26,2023",Awobanin|Delphinidin-3-(6-O-p-coumarylglucoside)-5-glucoside,Lotus corniculatus|Hyacinthus orientalis|Dracocephalum wilsonii|Hyssopus officinalis|Lallemantia canescens|Lavandula stoechas|Nepeta spp.|Prunella vulgaris|Salvia splendens|Horminum pyrenaicum|Triteleia bridgesii|Vitis vinifera,NA,NA,NA,NA,NA
C00006674,Cyanidin 3-sophoroside-5-glucoside,773.2140334,NA,47888-56-2,,,C33H41O21,NA,NA,Xiao Wang,LOXRHOFBKUTJEZ-XPIYMGPJNA-O,c1(cc(c2c(c1)[o+]c(c(c2)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)c1ccc(c(c1)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O,KNApSack,"Jun26,2023",Cyanidin 3-sophoroside-5-glucoside|Cyanidin 3-O-sophoroside-5-O-glucoside,Colchicum autumnale|Ipomoea batatas|Ipomoea purpurea|Brassica oleracea|Raphanus sativus|Pisum sativum|Ajuga reptans,NA,NA,NA,NA,NA
C00002932,Pedunculagin,784.0759225,NA,7045-42-3,,,C34H24O22,NA,NA,Xiao Wang,IYMHVUYNBVWXKH-KYTJPBAANA-N,[C@H]12[C@H]3[C@H]([C@@H](O[C@@H]1COC(=O)c1cc(c(c(c1c1c(c(c(cc1C(=O)O2)O)O)O)O)O)O)O)OC(=O)c1cc(c(c(c1c1c(cc(c(c1O)O)O)C(=O)O3)O)O)O,KNApSack,"Jun26,2023",Pedunculagin,Casuarina sticta|Casuarina stricta|Camptotheca acuminata|Castanea sativa|Quercus spp.|Juglans regia|Juglans spp.|Punica granatum|Bredia tuberuculata|Monochaetum malabathuricum|Monochaetum multiflorum|Monochaetum normale|Tibouchina multiflora|Tibouchina semidecandra|Kunzea ambigua|Psidium guajava|Rhodomyrtus tomentosa|Nymphaea alba|Paeonia albiflora|Phyllanthus niruri|Geum japonicum|Potentilla sp.|Rubus spp.|Stachyurus praecox|Camellia japonica,Phenylpropanoids and polyketides,Tannins,Hydrolyzable tannins,NA,"This compound belongs to the class of organic compounds known as hydrolyzable tannins. These are tannins with a structure characterized by either of the following models. In model 1, the structure contains galloyl units (in some cases, shikimic acid units) that are linked to diverse polyol carbohydrate-, catechin-, or triterpenoid units. In model 2, contains at least two galloyl units C-C coupled to each other, and do not contain a glycosidically linked catechin unit."
C00001500,FAD,785.1571344,NA,146-14-5,,,C27H33N9O15P2,NA,NA,Xiao Wang,VWWQXMAJTJZDQX-WRQDJXGLNA-N,n1cnc2c(c1N)ncn2[C@H]1O[C@@H]([C@@H]([C@@H]1O)O)CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H](O)[C@H]([C@H](Cn1c2c(nc3c1nc(=O)[nH]c3=O)cc(c(c2)C)C)O)O,KNApSack,"Jun26,2023",FAD|Flavin adenine dinucleotide,Escherichia coli|Oryza sativa|FOOD SAKE,"Nucleosides, nucleotides, and analogues",Flavin nucleotides,NA,NA,"This compound belongs to the class of organic compounds known as flavin nucleotides. These are nucleotides containing a flavin moiety. Flavin is a compound that contains the tricyclic isoalloxazine ring system, which bears 2 oxo groups at the 2- and 4-positions."
C00014097,Isoorientin 7-O-(6'''-O-(E)-feruloyl)glucoside,786.200729,NA,496788-50-2,,,C37H38O19,NA,NA,Xiao Wang,CRZJAZVDNXUPOH-TZQURHDBNA-N,c1(oc2c(c(=O)c1)c(c(c(c2)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)/C=C/c1cc(c(cc1)O)OC)O)O)O)[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)c1cc(c(cc1)O)O,KNApSack,"Jun26,2023",Isoorientin 7-O-(6'''-O-(E)-feruloyl)glucoside,Hordeum vulgare,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid O-glycosides | Flavonoid-7-O-glycosides,This compound belongs to the class of organic compounds known as flavonoid-7-o-glycosides. These are phenolic compounds containing a flavonoid moiety which is O-glycosidically linked to carbohydrate moiety at the C7-position.
C00057609,Portisin C,787.1874247,NA,864655-44-7,,,C40H35O17+,NA,NA,Xiao Wang,IEKGWWNMOFDXEZ-WTEGMRMWSA-O,OC(C(O)=C1)=CC=C1C2=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C4=C(C(OC(/C=C/C5=C(OC(C6=CC(O)=C(O)C=C6)C(O)C7)C7=C(O)C=C5O)=C4)=CC(O)=C8)C8=[O+]2,KNApSack,"Jun26,2023",Portisin C,Vitis vinifera,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid O-glycosides | Anthocyanins | Anthocyanidin-3-O-glycosides,This compound belongs to the class of organic compounds known as anthocyanidin-3-o-glycosides. These are phenolic compounds containing one anthocyanidin moiety which is O-glycosidically linked to a carbohydrate moiety at the C3-position.
C00006898,Petunidin 3-(6''-p-coumarylglucoside)-5-glucoside,787.2085541,NA,51939-66-3,,,C37H39O19,NA,NA,Xiao Wang,ZGMRIMVMTYZQLM-BDXWVHQLNA-O,c1(cc(c2c(c1)[o+]c(c(c2)O[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)COC(=O)/C=C/c1ccc(cc1)O)O)O)O)c1cc(c(c(c1)OC)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)CO)O)O)O)O,KNApSack,"Jun26,2023",Petunidin 3-(6''-p-coumarylglucoside)-5-glucoside,Vitis rotundifolia,NA,NA,NA,NA,NA
C00006732,Petunidin 3-rutinoside-5-glucoside,787.2296834,NA,40508-95-0,,,C34H43O21,NA,NA,Xiao Wang,MPTHMSBOMBFQPY-LSKXOBKSNA-O,c1(cc(c2c(c1)[o+]c(c(c2)O[C@H]1[C@@H]([C@@H]([C@@H]([C@H](O1)CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)C)O)O)O)O)O)O)c1cc(c(c(c1)OC)O)O)O[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O,KNApSack,"Jun26,2023",Petunidin 3-rutinoside-5-glucoside,Berberis buxifolia|Vicia villosa|Petunia reitzii|Petunia x hybrida|Solanum lycopersicum|Solanum nigrum L. var. guineense|Solanum tuberosum,NA,NA,NA,NA,NA
C00005464,Quercetin 3-sophoroside-7-glucoside,788.201123,NA,42903-93-5,,,C33H40O22,NA,NA,Xiao Wang,MSUZWPXKWROYDK-YIRMBCKDNA-N,c1(cc(c2c(c1)oc(c(c2=O)O[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)c1ccc(c(c1)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,KNApSack,"Jun26,2023","Quercetin 3-sophoroside-7-glucoside|2-(3,4-Dihydroxyphenyl)-3-[(2-O-beta-D-glucopyranosyl-beta-D-glucopyranosyl)oxy]-7-(beta-D-glucopyranosyloxy)-5-hydroxy-4H-1-benzopyran-4-one|Quercetin 3-sophoroside-7-glucoside2-(3,4-Dihydroxyphenyl)-3-[(2-O-beta-D-glucopyranosyl-beta-D-glucopyranosyl)oxy]-7-(beta-D-glucopyranosyloxy)-5-hydroxy-4H-1-benzopyran-4-one",Allium cepa|Brassica napus|Brassica oleracea|Brassica rapa|Sinapis arvensis|Lathyrus sylvestris|Ranunculus biternatus|Ranunculus moseleyi|Ranunculus pseudotrullifolius|Datura innoxia|Nicotiana spp.|Petunia x hybrida,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid O-glycosides | Flavonoid-7-O-glycosides,This compound belongs to the class of organic compounds known as flavonoid-7-o-glycosides. These are phenolic compounds containing a flavonoid moiety which is O-glycosidically linked to carbohydrate moiety at the C7-position.
C00019799,Bishassanidin,790.371698,NA,158402-62-1,,,C48H54O10,NA,NA,Xiao Wang,WJQSVSVZEZBANG-UHFFFAOYNA-N,c1(c(=O)oc2c(c1)c(c1c(c2C(C)(C)C=C)OC([C@H](C1=O)[C@@H]1C(Oc2c(C1=O)c(c1c(c2C(C)(C)C=C)oc(=O)c(c1)C(C)(C)C=C)O)(C)C)(C)C)O)C(C)(C)C=C,KNApSack,"Jun26,2023",Bishassanidin,Citrus hassaku,Phenylpropanoids and polyketides,Coumarins and derivatives,Pyranocoumarins,NA,This compound belongs to the class of organic compounds known as linear pyranocoumarins. These are organic compounds containing a pyran (or a hydrogenated derivative) linearly fused to a coumarin moiety.
C00054616,Betavulgaroside II,792.3932213,NA,168010-05-7,,,C41H60O15,NA,NA,Xiao Wang,JZICHZJWNUYONS-JQNARZGYSA-N,[H][C@@]12[C@@](CCC(C)(C)C2)(C(O)=O)CC[C@@]3(C)[C@]4(C)CC[C@@]5([H])C(C)(C)[C@@H](O[C@@H]6O[C@H](C(O)=O)[C@](O[C@](C(O)=O)(O)[C@@H](OCC(O)=O)O7)([H])[C@@]7([H])[C@H]6O)CC[C@]5(C)[C@@]4([H])CC=C31,KNApSack,"Jun26,2023",Betavulgaroside II,Beta vulgaris,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,NA,This compound belongs to the class of organic compounds known as triterpenoids. These are terpene molecules containing six isoprene units.
C00055341,Betavulgaroside IV,794.4088713,NA,168010-06-8,,,C41H62O15,NA,NA,Xiao Wang,FHMLSFRFOXEUGU-YPXCEIQUSA-N,CC(CC[C@]1(C(O)=O)CC[C@]23C)(C[C@@]1([H])C2=CC[C@]4([H])[C@]5(CC[C@H](O[C@H]6[C@H](O)[C@@H](O[C@H](OCC(O)=O)[C@H](O)C(O)=O)[C@H](O)[C@H](O6)C(O)=O)C(C)([C@]5([H])CC[C@]43C)C)C)C,KNApSack,"Jun26,2023",Betavulgaroside IV,Beta vulgaris,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Triterpene glycosides | Triterpene saponins,"This compound belongs to the class of organic compounds known as triterpene saponins. These are glycosylated derivatives of triterpene sapogenins. The sapogenin moiety backbone is usually based on the oleanane, ursane, taraxastane, bauerane,  lanostane, lupeol, lupane, dammarane, cycloartane, friedelane, hopane, 9b,19-cyclo-lanostane, cycloartane, or cycloartanol skeleton."
C00054942,Citrusin VI,794.469061,NA,425408-72-6,,,C41H62N8O8,NA,NA,Xiao Wang,YXKOCURCFHLHSM-FSJACQRISA-N,O=C([C@@](CCC1)([H])N1C([C@H](CC(C)C)NC([C@H](CC(C)C)NC2=O)=O)=O)N3[C@]([H])(C(N[C@H](C(NCC(NCC(N[C@H]2CC(C)C)=O)=O)=O)CC4=CC=CC=C4)=O)CCC3,KNApSack,"Jun26,2023",Citrusin VI,Citrus aurantium,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides | Oligopeptides,This compound belongs to the class of organic compounds known as oligopeptides. These are organic compounds containing a sequence of between three and ten alpha-amino acids joined by peptide bonds.
C00054939,Citrusin VII,795.3803056,NA,460730-18-1,,,C39H53N7O11,NA,NA,Xiao Wang,MWNOTYPKDQELBA-DHQSPRHPSA-N,O=C(N[C@@H](CC(C)C)C(N[C@]([C@@H](C)O)([H])C(N[C@@H](C(C)C)C(N[C@@H](CC1=CC=C(O)C=C1)C2=O)=O)=O)=O)[C@H](CC(O)=O)NC(CNC([C@H](CC3=CC=CC=C3)N2)=O)=O,KNApSack,"Jun26,2023",Citrusin VII,Citrus medica var. sarcodactylis,Organic acids and derivatives,Peptidomimetics,Hybrid peptides,NA,"This compound belongs to the class of organic compounds known as hybrid peptides. These are compounds containing at least two different types of amino acids (alpha, beta, gamma, delta) linked to each other through a peptide bond."
C00058135,Soyasaponin Bb',796.4609069,NA,55304-02-4,,,C42H68O14,NA,NA,Xiao Wang,OKIHRVKXRCAJFQ-AHBDIROXSA-N,CC(C[C@@]1([H])C2=CC[C@]3([H])[C@@](CC[C@H](O[C@H]4[C@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O)[C@H](O5)CO)[C@@H](O)[C@H](O)[C@H](O4)C(O)=O)[C@@]6(CO)C)([C@@]6([H])CC[C@]37C)C)(C[C@@H](O)[C@](CC[C@]27C)1C)C,KNApSack,"Jun26,2023",Soyasaponin Bb'|Soyasaponin III,Glycine max|Sophora japonica,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Triterpene glycosides | Triterpene saponins,"This compound belongs to the class of organic compounds known as triterpene saponins. These are glycosylated derivatives of triterpene sapogenins. The sapogenin moiety backbone is usually based on the oleanane, ursane, taraxastane, bauerane,  lanostane, lupeol, lupane, dammarane, cycloartane, friedelane, hopane, 9b,19-cyclo-lanostane, cycloartane, or cycloartanol skeleton."
C00058011,6'''-O-Sinapoylsaponarin,800.2163791,NA,212271-11-9,,,C38H40O19,NA,NA,Xiao Wang,AGLOWEFNIHNCIZ-MTNBZWSSSA-N,OC(C=C1)=CC=C1C(OC2=C3C(O)=C([C@@]4([H])[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C(OC5O[C@H](COC(/C=C/C6=CC(OC)=C(O)C(OC)=C6)=O)[C@@H](O)[C@H](O)[C@H]5O)=C2)=CC3=O,KNApSack,"Jun26,2023",6'''-O-Sinapoylsaponarin,Hordeum vulgare var. nudum,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid O-glycosides | Flavonoid-7-O-glycosides,This compound belongs to the class of organic compounds known as flavonoid-7-o-glycosides. These are phenolic compounds containing a flavonoid moiety which is O-glycosidically linked to carbohydrate moiety at the C7-position.
C00006910,Tibouchinin,801.2242041,NA,"144940-56-7,51939-51-6",,,C38H41O19,NA,NA,Xiao Wang,KGEHZUCHEKVXEU-KFMULMOZNA-O,c1(cc(c2c(c1)[o+]c(c(c2)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)/C=C/c1ccc(cc1)O)O)O)O)c1cc(c(c(c1)OC)O)OC)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O,KNApSack,"Jun26,2023",Tibouchinin|Malvidin-3-(6-O-p-coumarylglucoside)-5-glucoside,Hyssopus officinalis|Lavandula dentata|Salvia spp.|Phyllagathis tuberculata|Tibouchina semidecandra|Oxalis triangularis|Vitis vinifera,NA,NA,NA,NA,NA
C00006745,Malvidin 3-rutinoside-5-glucoside,801.2453335,NA,68736-45-8,,,C35H45O21,NA,NA,Xiao Wang,JCSRMPOVJLVJEB-GOMDGVDRNA-O,c1(cc(c2c(c1)[o+]c(c(c2)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]1[C@H]([C@H]([C@H]([C@@H](O1)C)O)O)O)O)O)O)c1cc(c(c(c1)OC)O)OC)O[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O,KNApSack,"Jun26,2023",Malvidin 3-rutinoside-5-glucoside,Dumasia truncata|Vicia villosa|Saintpaulia ionantha|Streptocarpus dunnii|Ligustrum amurense|Ligustrum sinense|Ligustrum vulgare|Oxalis triangularis|Solanum lycopersicum|Solanum tuberosum|Parthenocissus tricuspidata,NA,NA,NA,NA,NA
C00005579,Isorhamnetin 3-sophoroside-7-glucoside,802.216773,NA,17331-29-2,,,C34H42O22,NA,NA,Xiao Wang,GFXVHGLRIICEQY-XUQPBMSLNA-N,c1(cc(c2c(c1)oc(c(c2=O)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)CO)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)c1ccc(c(c1)OC)O)O)O[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,KNApSack,"Jun26,2023",Isorhamnetin 3-sophoroside-7-glucoside,Spinacia oleracea|Brassica napus|Sinapis arvensis|Elaeagnus montana|Elaeagnus multiflora,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid O-glycosides | Flavonoid-7-O-glycosides,This compound belongs to the class of organic compounds known as flavonoid-7-o-glycosides. These are phenolic compounds containing a flavonoid moiety which is O-glycosidically linked to carbohydrate moiety at the C7-position.
C00034016,Lactucain C,804.2781915,NA,541547-01-7,,,C46H44O13,NA,NA,Xiao Wang,OTYHDULWLBXHKM-GPNRADOJNA-N,[C@H]12C(=C(C[C@@H]([C@@H]3[C@H]1OC(=O)[C@H]3C)O[C@H]1CC(=C3[C@@H]([C@@H]4[C@@H]1C(=C)C(=O)O4)C(=CC3=O)COC(=O)Cc1ccc(cc1)O)C)C)C(=O)C=C2COC(=O)Cc1ccc(cc1)O,KNApSack,"Jun26,2023",Lactucain C|(+)-Lactucain C,Lactuca indica L.,Organic acids and derivatives,Carboxylic acids and derivatives,Tetracarboxylic acids and derivatives,NA,This compound belongs to the class of organic compounds known as tetracarboxylic acids and derivatives. These are carboxylic acids containing exactly four carboxyl groups.
C00057691,Orizalanosterolide B,806.4088713,NA,954120-59-3,,,C42H62O15,NA,NA,Xiao Wang,VQODMNPYQSEWGJ-ZOJSIHIXSA-N,CC1(C)[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](CO)O2)C=C[C@]4(C)[C@@]5(O)C=C[C@@]6(C=O)[C@](CC[C@@]6([C@]7(C=C[C@@H](C(C)C)OC7=O)[H])[H])(C)[C@]5([H])CC[C@]41[H],KNApSack,"Jun26,2023",Orizalanosterolide B,Oryza sativa,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Triterpene glycosides | Triterpene saponins,"This compound belongs to the class of organic compounds known as triterpene saponins. These are glycosylated derivatives of triterpene sapogenins. The sapogenin moiety backbone is usually based on the oleanane, ursane, taraxastane, bauerane,  lanostane, lupeol, lupane, dammarane, cycloartane, friedelane, hopane, 9b,19-cyclo-lanostane, cycloartane, or cycloartanol skeleton."
C00007259,Acetyl-CoA,809.125773,NA,72-89-9,,,C23H38N7O17P3S,NA,NA,Xiao Wang,ZSLZBFCDCINBPY-UHFFFAOYNA-N,n1cnc2c(c1N)ncn2[C@H]1O[C@@H]([C@H]([C@@H]1O)OP(=O)(O)O)CO[P@@](=O)(O[P@](=O)(OCC([C@H](C(=O)NCCC(=O)NCCSC(=O)C)O)(C)C)O)O,KNApSack,"Jun26,2023",Acetyl-CoA,Escherichia coli|Pseudomonas putida|Aspergillus fumigatus|Daucus carota|Panax ginseng|Asparagus officinalis|Chamaemelum nobile|Matricaria recutita|Humulus lupulus|Tripterygium wilfordii|Arabidopsis thaliana|Momordica charantia|Gentiana straminea|Rosmarinus officinalis|Salvia miltiorrhiza|Salvia splendens|Oryza sativa|Clausena lansium|Santalum album|Sertia mussotii,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,NA,This compound belongs to the class of organic compounds known as acyl coas. These are organic compounds containing a coenzyme A substructure linked to an acyl chain.
