Compounds	Chemical Formula	InChI-Key	Pathways of compound	SMILES	Object ID	Synonyms	Molecular-Weight
menaquinol-<i>7</i>	C46H66O2	InChIKey=VFGNPJRRTKMYKN-LJWNYQGCSA-N	UMP biosynthesis I // superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis // superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis // <i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria) // superpathway of carotenoid biosynthesis in plants // L-proline degradation // L-<i>N<sup>&delta;</sup></i>-acetylornithine biosynthesis // L-citrulline biosynthesis // superpathway of L-citrulline metabolism // superpathway of glyoxylate cycle and fatty acid degradation // TCA cycle II (plants and fungi) // superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle // glycerol degradation I // glycerol-3-phosphate shuttle // glycerophosphodiester degradation // L-lysine degradation I	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C(\C)=C(C2(/C=C\C=C/C(/C(/O)=1)=2))/O)	CPD-12125	menaquinol(7) // MKH2-7	651.026
menaquinol-<i>8</i>	C51H74O2	InChIKey=OIEZRVBFVPGODT-WQWYCSGDSA-N	UMP biosynthesis I // superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis // superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis // <i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria) // superpathway of carotenoid biosynthesis in plants // L-proline degradation // L-<i>N<sup>&delta;</sup></i>-acetylornithine biosynthesis // L-citrulline biosynthesis // superpathway of L-citrulline metabolism // superpathway of glyoxylate cycle and fatty acid degradation // TCA cycle II (plants and fungi) // superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle // glycerol degradation I // glycerol-3-phosphate shuttle // glycerophosphodiester degradation // L-lysine degradation I	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C(\C)=C(C2(\C(\C(\O)=1)=C/C=C\C=2))/O)	REDUCED-MENAQUINONE	reduced menaquinone-8 // MKH2-8	719.144
menaquinol-<i>9</i>	C56H82O2	InChIKey=KNWZIPKBOGOFFC-UVZVDVBNSA-N	UMP biosynthesis I // superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis // superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis // <i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria) // superpathway of carotenoid biosynthesis in plants // L-proline degradation // L-<i>N<sup>&delta;</sup></i>-acetylornithine biosynthesis // L-citrulline biosynthesis // superpathway of L-citrulline metabolism // superpathway of glyoxylate cycle and fatty acid degradation // TCA cycle II (plants and fungi) // superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle // glycerol degradation I // glycerol-3-phosphate shuttle // glycerophosphodiester degradation // L-lysine degradation I	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C(\C)=C(C2(/C=C\C=C/C(/C(/O)=1)=2))/O)	CPD-12126	MKH2-9	787.263
menaquinone-1	C16H16O2	InChIKey=ABSPRNADVQNDOU-UHFFFAOYSA-N	cuticular wax biosynthesis // L-lysine degradation I // <i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria) // superpathway of carotenoid biosynthesis in plants // glycerol degradation I // glycerol-3-phosphate shuttle // glycerophosphodiester degradation // superpathway of glyoxylate cycle and fatty acid degradation // TCA cycle II (plants and fungi) // superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle // L-proline degradation // L-<i>N<sup>&delta;</sup></i>-acetylornithine biosynthesis // L-citrulline biosynthesis // superpathway of L-citrulline metabolism // UMP biosynthesis I // superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis // superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis	CC(C)=CCC1(\C(=O)C2(\C(\C(=O)C(/C)=1)=C/C=C\C=2))	CPD0-1367	Vitamin MK 1 // 2-methyl-3-(3-methyl-2-butenyl)naphthoquinone // Lepachol acetate	240.301
mersalyl acid	C13H15NO5Hg	InChIKey=JSYUKXVWRPINHC-UHFFFAOYSA-M		COC(C[Hg])CNC(C1(/C=C\C=C/C(/OCC(=O)[O-])=1))=O	CPD0-1313	salyrganic acid // 2-(3-hydroxymercurio-2-methoxypropylcarbamoyl)phenoxyacetic acid	465.855
<i>meso</i>-diaminopimelate	C7H14N2O4	InChIKey=GMKMEZVLHJARHF-SYDPRGILSA-N	&gamma;-glutamyl cycle // L-lysine biosynthesis VI // superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	C([C@H](CCC[C@H](C([O-])=O)[NH3+])[NH3+])([O-])=O	MESO-DIAMINOPIMELATE	meso-2,6-diaminopimelate // meso-A2pm // meso-diaminoheptanedioate // meso-2,6-diaminoheptanedioate // meso-1-alpha,epsilon-diaminopimelate // D,L-diaminopimelate // D,L-DAP // D,L-meso-diaminoheptanedioate // M-DAP	190.199
<i>meso</i>-tartrate	C4H4O6	InChIKey=FEWJPZIEWOKRBE-XIXRPRMCSA-L		C([C@H]([C@H](C([O-])=O)O)O)([O-])=O	MESO-TARTRATE	meso-tartaric acid // (2R,3S)-2,3-dihydroxybutanedioate // mesotartaric acid // erythrarate // M-tartarate	148.072
methanesulfenate	CH4OS	InChIKey=VLGWYKOEXANHJT-UHFFFAOYSA-N		CSO	CPD-17426	methanesulfenic acid	64.102
methanesulfonate	CH3O3S	InChIKey=AFVFQIVMOAPDHO-UHFFFAOYSA-M	glucosinolate biosynthesis from dihomomethionine // glucosinolate biosynthesis from trihomomethionine // glucosinolate biosynthesis from homomethionine	CS(=O)(=O)[O-]	CPD-3746	methylsulfonate // MSA // methanesulfonic acid	95.093
methanethiol	CH4S	InChIKey=LSDPWZHWYPCBBB-UHFFFAOYSA-N	L-methionine degradation II // sulfur volatiles biosynthesis // glutathione-mediated detoxification II	CS	CPD-7671	methylsulfanium // methylsulfide anion // methyl-mercaptan // methylmercaptan // mercaptomethane // thiomethane // methyl sulfhydrate // thiomethyl alcohol // methyl-thiol // methyl thiol	48.103
methanol	CH4O	InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N	methyl indole-3-acetate interconversion // methyl indole-3-acetate interconversion // chlorophyll <i>a</i> degradation I // homogalacturonan degradation // diphthamide biosynthesis II (eukaryotes) // methylsalicylate degradation // phosphate acquisition // glycerophosphodiester degradation // 26,27-dehydrozymosterol metabolism	CO	METOH	MetOH // carbinol // MeOH // methyl alcohol // wood alcohol // CH3OH	32.042
methiin	C4H9NO3S	InChIKey=ZZLHPCSGGOGHFW-BUKSALPDSA-N		C(=O)([O-])[C@@H]([NH3+])CS(=O)C	CPD-9277	S-methyl-L-cycteine sulfoxide // Kale anemia factor // S-methylcysteine sulfoxide // S-methyl-L-cysteine sulfoxide // 3-methylsulfinyl-L-alanine // MCSO	151.18
methotrexate	C20H20N8O5	InChIKey=FBOZXECLQNJBKD-ZDUSSCGKSA-L		CN(CC1(\C=N/C2(\N=C(N)/N=C(C(\N=1)=2)/N)))C3(\C=C/C(/C(N[C@@H](CCC([O-])=O)C(=O)[O-])=O)=C\C=3)	CPD-6041		452.429
methyl (<i>2E,6E</i>)-farnesoate	C16H26O2	InChIKey=NWKXNIPBVLQYAB-VDQVFBMKSA-N		CC(C)=CCCC(\C)=C/CCC(\C)=C/C(=O)OC	CPD-12586	(2E,6E)-farnesyl methyl ester // methyl (2E,6E)-farnesoate // methyl (2-trans-6-trans)-farnesoate // methyl (trans,trans)-farnesoate // (trans,trans)-2,6,10-dodecatrienoic acid, 3,7,11-trimethyl-, methyl ester // Methyl (2E,6E)-3,7,11-trimethyl-2,6,10-dodecatrienoate // (2E,6E)-3,7,11-trimethyl-dodeca-2,6,10-trienoic acid methyl ester // 2,6,10-Dodecatrienoic acid, 3,7,11-trimethyl-, methyl ester, (2E,6E)- // 2,6,10-Dodecatrienoic acid, 3,7,11-trimethyl-, methyl ester, (E,E)-	250.38
methyl (indol-3-yl)acetate	C11H11NO2	InChIKey=KTHADMDGDNYQRX-UHFFFAOYSA-N	methyl indole-3-acetate interconversion // methyl indole-3-acetate interconversion	COC(=O)CC1(\C2(\C(\N\C=1)=C/C=C\C=2))	CPD-10546	Indole-3-acetic acid, methyl ester // IAA methyl ester // methyl IAA // MeIAA // indole-3-acetic acid methyl ester // methyl 2-(1H-indol-3-yl)acetate // methyl indole-3-acetate	189.213
methyl benzoate	C8H8O2	InChIKey=QPJVMBTYPHYUOC-UHFFFAOYSA-N	volatile benzenoid biosynthesis I (ester formation)	COC(C1(\C=C/C=C\C=1))=O	CPD-6441	benzoic acid methyl ester // methyl benzenecarboxylate	136.15
methyl bromide	CH3Br	InChIKey=GZUXJHMPEANEGY-UHFFFAOYSA-N	methylhalides biosynthesis (plants)	CBr	CPD-12221	CH3Br // bromomethane // monobrommethane	94.939
methyl chloride	CH3Cl	InChIKey=NEHMKBQYUWJMIP-UHFFFAOYSA-N	methylhalides biosynthesis (plants)	CCl	CPD-845	CH3Cl // chloromethane // monochloromethane	50.488
methyl gibberellin A<sub>20</sub>	C20H26O5	InChIKey=SXJSUTBDMIRVGQ-QPLUWCFDSA-N	gibberellin inactivation II (methylation)	C=C3([C@@]2(CC[C@H]4([C@]15(CCC[C@@]([C@H]1[C@@H]([C@](C2)(C3)4)C(OC)=O)(C)C(O5)=O)))O)	CPD-12333	gibberellin A20 methyl ester // methyl gibberellin A20 // methyl GA20 // MeGA20 // GA20 methyl ester // carboxymethyl GA20	346.422
methyl gibberellin A<sub>34</sub>	C20H26O6	InChIKey=KWOJOQRTFRJBKX-RCGNALFNSA-N	gibberellin inactivation II (methylation)	C=C3([C@@H]2(CC[C@H]4([C@]15(C[C@@H]([C@@H]([C@@]([C@H]1[C@@H]([C@](C2)(C3)4)C(OC)=O)(C)C(O5)=O)O)O))))	CPD-12350	methyl GA34 // gibberellin A34 methyl ester // GA34 methyl ester // methyl gibberellin A34 // MeGA34 // methyl GA34	362.422
methyl gibberellin A<sub>4</sub>	C20H26O5	InChIKey=XBDTWBSMNXMGIJ-UESSAWAASA-N	gibberellin inactivation II (methylation)	C=C3([C@@H]2(CC[C@H]4([C@]15(CC[C@@H]([C@@]([C@H]1[C@@H]([C@](C2)(C3)4)C(OC)=O)(C)C(O5)=O)O))))	CPD-12332	gibberellin A4 methyl ester // methyl gibberellin A4 // methyl GA4 // MeGA4 // GA4 // carboxymethyl gibberellin A4 // methyl gibberellin A4	346.422
methyl gibberellin A<sub>9</sub>	C20H26O4	InChIKey=GKRMJALKMNRHGF-WARWBDHMSA-N	gibberellin inactivation II (methylation)	C=C3([C@@H]2(CC[C@H]4([C@]15(CCC[C@@]([C@H]1[C@@H]([C@](C2)(C3)4)C(OC)=O)(C)C(O5)=O))))	CPD-12331	gibberellin A9 methyl ester // GA9 methyl ester // carboxymethyl GA9 // methyl GA9 // MeGA9 // methyl gibberellin A9	330.423
methyl indole-3-carboxylate	C10H9NO2	InChIKey=QXAUTQFAWKKNLM-UHFFFAOYSA-N		COC(=O)C1(\C2(/C=C\C=C/C(/N/C=1)=2))	CPDQT-423		175.187
methyl iodide	CH3I	InChIKey=INQOMBQAUSQDDS-UHFFFAOYSA-N	methylhalides biosynthesis (plants)	CI	CPD-7676		141.939
methyl thiocyanate	C2H3NS	InChIKey=VYHVQEYOFIYNJP-UHFFFAOYSA-N	sulfur volatiles biosynthesis	CSC#N	CPD-13128		73.112
methyl-2-&alpha;-L-fucopyranosyl-&beta;-D-galactoside	C13H24O10	InChIKey=ZUPSABSQBFCIOU-IBVRSMRASA-N		C[C@H]1([C@H]([C@H]([C@H](O)[C@@H](O1)O[C@H]2([C@H](OC)O[C@@H]([C@H](O)[C@@H]2O)CO))O)O)	CPD-8198		340.327
methyl-&beta;-D-galactoside	C7H14O6	InChIKey=HOVAGTYPODGVJG-VOQCIKJUSA-N		CO[C@@H]1(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)1)	METHYL-BETA-D-GALACTOSIDE	methyl beta-D-galactopyranoside // beta-methyl-D-galactoside // b-methyl-D-galactoside	194.184
methylacrylyl-CoA	C25H36N7O17P3S	InChIKey=NPALUEYCDZWBOV-NDZSKPAWSA-J	L-valine degradation I	C=C(C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])C	METHACRYLYL-COA	methacrylyl-CoA // 2-methylprop-2-enoyl-CoA // methacrylyl-coenzyme A	831.577
methylarsonate	CH4O3As	InChIKey=QYPPRTNMGCREIM-UHFFFAOYSA-M		C[As](=O)([O-])O	METHYLARSONATE	MMAV	138.962
methylarsonite	CH5O2As	InChIKey=OXBIRPQQKCQWGV-UHFFFAOYSA-N		C[As](O)O	METHYLARSONITE	MMAIII // methylarsonous acid	123.971
methylglyoxal	C3H4O2	InChIKey=AIJULSRZWUXGPQ-UHFFFAOYSA-N	methylglyoxal degradation I // methylglyoxal degradation III // detoxification of reactive carbonyls in chloroplasts // ceramide degradation // cuticular wax biosynthesis	CC(C=O)=O	METHYL-GLYOXAL	2-oxopropanal // oxopropanal // acetylformaldehyde // pyruvic aldehyde // pyruvaldehyde // methyl-glyoxal // 2-oxo-propanal	72.063
methylmethanethiosulfonate	C2H6O2S2	InChIKey=XYONNSVDNIRXKZ-UHFFFAOYSA-N		CSS(C)(=O)=O	METHYLMETHANETHIOSULFONATE	MMTS	126.188
methylsalicylate	C8H8O3	InChIKey=OSWPMRLSEDHDFF-UHFFFAOYSA-N	methylsalicylate biosynthesis // volatile benzenoid biosynthesis I (ester formation) // methylsalicylate degradation	COC(C1(/C=C\C=C/C(/O)=1))=O	CPD-6442	1-O-methylsalicylate // methyl salicylate // MeSA // salicylate methyl ester	152.149
methylsuccinate	C5H6O4	InChIKey=WXUAQHNMJWJLTG-UHFFFAOYSA-L		CC(CC([O-])=O)C([O-])=O	CPD-2461		130.1
Mg-protoporphyrin	C34H30N4O4Mg		3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)	C=CC3(\C(/C)=C4(\C=C6(C(/C)=C(CCC(=O)[O-])/C(\C=C5(C(/CCC(=O)[O-])=C(C)/C1(/N([Mg]N(C(/C=C2(C(/C)=C(C=C)/C(\C=1)=N2))=3)4)5)))=N6)))	MG-PROTOPORPHYRIN	Mg-protoporphyrin IX // magnesium protoporphyrin // MgP	582.94
Mg<SUP>2+</SUP>	Mg	InChIKey=JLVVSXFLKOJNIY-UHFFFAOYSA-N	chlorophyll <i>a</i> degradation I // chlorophyll <i>a</i> degradation II // 3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)	[Mg+2]	MG+2	magnesium // Mg+2 // Mg++ // magnesium ion	24.305
MgCl<sub>2</sub>	MgCl2				MGCL2	magnesium chloride	95.211
mizoribine 5'-monophosphate	C9H12N3O9P	InChIKey=KTKAFSMJDTUUAN-UUOKFMHZSA-L		C([C@@H]2([C@H]([C@H]([C@H](N1(\C=N/C(\C(N)=O)=C1/O))O2)O)O))OP(=O)([O-])[O-]	CPD-12503	MMP // bredinin 5'-monophosphate	337.182
Mn<SUP>2+</SUP>	Mn	InChIKey=WAEMQWOKJMHJLA-UHFFFAOYSA-N		[Mn+2]	MN+2	manganese chloride // MnCl2 // manganese (II) ion // Mn(II) // Mn+2 // Mn++ // manganese ion	54.938
Mo<SUP>2+</SUP>	Mo	InChIKey=MMVYPOCJESWGTC-UHFFFAOYSA-N		[Mo+2]	MO+2	molybdenum // molybdenum ion // Mo++ // Mo+2	95.94
molybdate	O4Mo	InChIKey=MEFBJEMVZONFCJ-UHFFFAOYSA-N	molybdenum cofactor biosynthesis	[Mo](=O)(=O)([O-])[O-]	CPD-3	MoO42- // molybdate ion // MoO4-2	159.938
molybdopterin	C10H11N5O6PS2	InChIKey=HPEUEJRPDGMIMY-IFQPEPLCSA-K	molybdenum cofactor biosynthesis	C(OP([O-])(=O)[O-])[C@@H]1(C(\[S-])=C([C@H]2([C@@H](O1)NC3(/N=C(N)\NC(=O)C(/N2)=3)))\S)	CPD-4	MPT // pyranopterin-dithiolate // ene-dithiol pyranopterin // H2Dtpp-mP // [(5aR,8R,9aR)-2-amino-4-oxo-6,7-disulfanyl-3,5,5a,8,9a,10-hexahydro-4H-pyrano[3,2-g]pteridin-8-yl]methyl dihydrogen phosphate // H2Dtpp-mP	392.321
molybdopterin adenine dinucleotide	C20H23N10O12P2S2	InChIKey=XJXFAXLUOKQPAQ-YPRLVJTJSA-K	molybdenum cofactor biosynthesis	C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP(OP([O-])(=O)OC[C@H]5(O[C@H]4(NC6(/N=C(N)\NC(=O)C(/N[C@H]4C(\S)=C5\[S-])=6))))(=O)[O-]	CPD-8122	adenylated molybdopterin // H2Dtpp-mADP // molybdopterin-AMP // adenylyl-molybdopterin	721.529
mono-<i>trans</i>, poly-<i>cis</i>-decaprenyl group	C50H82			C\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC/C=C(C)/CCC=C(C)C	MONOTRANS-CIS-DECAPRENYL-GROUP	mono-trans, poly-cis-decaprenyl	683.198
monodehydroascorbate radical	C6H7O6	InChIKey=LHFJOBMTAJJOTB-JLAZNSOCSA-N	L-ascorbate degradation V // ascorbate glutathione cycle	C(O)[C@H](O)[C@@H]1(C(\O)=C(C(=O)O1)\O)	CPD-318	monodehydroascorbic acid // semidehydroascorbic acid // semidehydroascorbate // ascorbyl radical	175.118
monodemalonylsalvianin	C39H37O21	InChIKey=HWGACSBPJIKSNP-KMKFZPLVSA-M	anthocyanin biosynthesis // salvianin biosynthesis	C(OC(=O)/C=C/C1(/C=C(C(/O)=C\C=1)/O))[C@@H]2([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O2)OC3(\C(=[O+]C4(\C=C(/C=C(C(\C=3)=4)/O[C@H]5([C@@H]([C@H]([C@@H]([C@H](O5)COC(=O)CC(=O)[O-])O)O)O))\[O-]))C6(\C=C/C(/O)=C\C=6)))	CPD-7141	4'''-demalonylsalvianin // pelargonidin 3-O-(6-caffeoyl-beta-D-glucoside) 5-O-(6-O-malonyl-beta-D-glucoside)	841.709
monofluoromethylornithine	C6H14N2O2F	InChIKey=PYSFCFGTQFSVRE-UHFFFAOYSA-O		C(F)C(C(=O)[O-])([NH3+])CCC[NH3+]	CPD0-1240	2-fluoromethylornithine // alpha-Fluoromethylornithine // ornithine, 2-(fluoromethyl)-	165.187
monofluoromethylputrescine	C4H13N2F	InChIKey=MLGYPSMVMFEFLH-UHFFFAOYSA-P		C(F)C(C[NH3+])C[NH3+]	CPD0-1239	alpha-monofluoromethylputrescine // 1,2-propanediamine, 3-fluoro-, (+-)-	108.158
MoO<sub>2</sub>-molybdopterin cofactor	C10H10N5O8PS2Mo	InChIKey=HDAJUGGARUFROU-JSUDGWJLSA-J	molybdenum cofactor biosynthesis // thio-molybdenum cofactor biosynthesis	C(OP([O-])(=O)[O-])[C@@H]1(C4(\S[Mo](=O)(=O)SC(/[C@H]2([C@@H](O1)NC3(/N=C(N)\NC(=O)C(/N2)=3)))=4))	CPD-8123	MoCo (dioxyo) // molybdenum cofactor (dioxyo) // MoO2(OH)Dtpp-mP // {[(5aR,8R,9aR)-2-amino-4-oxo-6,7-di(sulfanyl-kappaS)-1,5,5a,8,9a,10-hexahydro-4H-pyrano[3,2-g]pteridin-8-yl]methyl dihydrogenato(2-) phosphate}(dioxo)molybdate // MoO2-Mo-MPT	519.251
morphine	C17H20NO3	InChIKey=BQJCRHHNABKAKU-KBQPJGBKSA-O		C[NH+]4(CC[C@@]15([C@@H]3([C@H](\C=C/[C@@H]([C@@H](CC2(\C=C/C(/O)=C(C\1=2)/O3))4)5)O)))	MORPHINE		286.35
<I>myo</I>-inositol	C6H12O6	InChIKey=CDAISMWEOUEBRE-GPIVLXJGSA-N	<i>myo</i>-inositol biosynthesis // phytate degradation I // D-<i>myo</i>-inositol (1,4,5)-trisphosphate degradation // ajugose biosynthesis I (galactinol-dependent) // phosphate acquisition // glycerophosphodiester degradation // indole-3-acetate inactivation IX // superpathway of indole-3-acetate conjugate biosynthesis // stachyose biosynthesis // UDP-&alpha;-D-glucuronate biosynthesis (from <i>myo</i>-inositol) // 1D-<i>myo</i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza</i>) // phosphatidylinositol biosynthesis II (eukaryotes) // superpathway of phospholipid biosynthesis II (plants) // D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis // 3-phosphoinositide biosynthesis	[C@H]1([C@@H]([C@H]([C@@H]([C@H]([C@H]1O)O)O)O)O)O	MYO-INOSITOL	1,2,3,5/4,6 inositol // cis-1,2,3,5-trans-4,6-Cyclohexanehexol // dambose // chiro-inositol // mesoinositol // meso-inositol // inositol // M-inositol	180.157
myricetin	C15H9O8	InChIKey=IKMDFBPHZNJCSN-UHFFFAOYSA-M	flavonol biosynthesis // myricetin gentiobioside biosynthesis // syringetin biosynthesis // superpathway of flavones and derivatives biosynthesis	C3(/C(/O)=C(C(/O)=C\C(\C1(\OC2(/C=C(/C=C(C(\C(=O)C(/[O-])=1)=2)/O)/O)))=3)/O)	MYRICETIN	myricitin // cannabiscetin // myricetol	317.231
myricetin 3-<i>O</i>-&beta;-D-glucoside	C21H20O13	InChIKey=FOHXFLPXBUAOJM-LIBJPBHASA-N	myricetin gentiobioside biosynthesis	C4(/C(/O)=C(C(/O)=C\C(\C2(\OC3(/C=C(/C=C(C(\C(=O)C(/O[C@H]1([C@@H]([C@H]([C@H](O)[C@H](O1)CO)O)O))=2)=3)/O)/O)))=4)/O)	CPD-14843		480.381
myricetin 3-<i>O</i>-gentiobioside	C27H30O18	InChIKey=HUHZBMAVCTZCMX-IWUZQBPLSA-N	myricetin gentiobioside biosynthesis	C5(/C(/O)=C(C(/O)=C\C(\C3(\OC4(/C=C(/C=C(C(\C(=O)C(/O[C@H]1([C@@H]([C@H]([C@H](O)[C@H](O1)CO[C@H]2([C@@H]([C@H]([C@H](O)[C@H](O2)CO)O)O))O)O))=3)=4)/O)/O)))=5)/O)	CPD-14844		642.523
myristate	C14H27O2	InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-M	acyl-[acyl-carrier protein] thioesterase pathway // ceramide degradation // phospholipases // triacylglycerol degradation // acyl-CoA hydrolysis // fatty acid &alpha;-oxidation I // fatty acid &beta;-oxidation II (peroxisome) // superpathway of glyoxylate cycle and fatty acid degradation // alkane oxidation // phosphatidylcholine acyl editing // long-chain fatty acid activation	CCCCCCCCCCCCCC([O-])=O	CPD-7836	myristic acid // tetradecanoate // tetradecanoic acid // tetradecoate // tetradecoic acid	227.366
myristoyl-CoA	C35H58N7O17P3S	InChIKey=DUAFKXOFBZQTQE-QSGBVPJFSA-J	long-chain fatty acid activation // cuticular wax biosynthesis // wax esters biosynthesis I // sphingolipid biosynthesis (plants) // CDP-diacylglycerol biosynthesis I // phosphatidylglycerol biosynthesis II (non-plastidic) // superpathway of phospholipid biosynthesis II (plants) // phosphatidylcholine acyl editing // diacylglycerol and triacylglycerol biosynthesis // fatty acid &beta;-oxidation II (peroxisome) // superpathway of glyoxylate cycle and fatty acid degradation // acyl-CoA hydrolysis	CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]	TETRADECANOYL-COA	n-C14:0CoA // Tetradecanoyl-CoA (n-C14:0CoA) // tetradecanoyl-CoA	973.861
<i>N</i>, <i>N</i>-dihydroxy-tetrahomomethionine	C9H18NO4S	InChIKey=BMIHHOYYQXWVEG-QMMMGPOBSA-M	glucosinolate biosynthesis from tetrahomomethionine	C(=O)([O-])[C@@H](N(O)O)CCCCCCSC	CPD-14052		236.305
<i>N</i>, <i>N</i>-dihydroxytrihomomethionine	C8H16NO4S	InChIKey=PBLLFERESQOVTJ-ZETCQYMHSA-M	glucosinolate biosynthesis from trihomomethionine	CSCCCCC[C@@H](C([O-])=O)N(O)O	CPD-14050		222.279
<i>N,N',N''</i>-triacetylchitotriose	C24H41N3O16	InChIKey=WZZVUHWLNMNWLW-MEWKLCDLSA-N	chitin degradation II (Vibrio)	CC(=O)N[C@H]1(C(O)O[C@H](CO)[C@H]([C@H](O)1)O[C@H]2([C@H](NC(C)=O)[C@@H](O)[C@@H]([C@@H](CO)O2)O[C@@H]3(O[C@@H]([C@@H](O)[C@H](O)[C@@H](NC(C)=O)3)CO)))	CPD-13227	triacetylchitotriose	627.598
<i>N</i>,<i>N</i>-dihydroxy-L-dihomomethionine	C7H14NO4S	InChIKey=QUWOJKUKIVDGKY-LURJTMIESA-M	glucosinolate biosynthesis from dihomomethionine	CSCCCC[C@H](N(O)O)C(=O)[O-]	CPD-14048		208.252
<i>N,N</i>-dihydroxy-L-phenylalanine	C9H10NO4	InChIKey=IDBRDXGJPFCEFF-QMMMGPOBSA-M	glucosinolate biosynthesis from phenylalanine	C([O-])(=O)[C@@H](N(O)O)CC1(\C=C/C=C\C=1)	CPD-13030		196.182
<i>N</i>,<i>N</i>-dihydroxy-L-tyrosine	C9H10NO5	InChIKey=QPHSFUGCBGILSS-QMMMGPOBSA-M	glucosinolate biosynthesis from tyrosine	C([C@H](CC1(\C=C/C(/O)=C\C=1))N(O)O)([O-])=O	CPD-7070		212.182
<i>N</i>,<i>N</i>-dihydroxyhexahomomethioniate	C11H22NO4S	InChIKey=HNSLELPGRITQOV-JTQLQIEISA-M	glucosinolate biosynthesis from hexahomomethionine	CSCCCCCCCC[C@H](N(O)O)C(=O)[O-]	CPD-14037		264.359
<i>N</i>,<i>N</i>-dihydroxyhomomethionine	C6H12NO4S	InChIKey=CTFNBPCKMHCTPC-YFKPBYRVSA-M	glucosinolate biosynthesis from homomethionine	CSCCC[C@@H](C([O-])=O)N(O)O	CPD-14046		194.225
<i>N</i>,<i>N</i>-dihydroxypentahomomethionine	C10H20NO4S	InChIKey=RIBOHFDQFNREER-VIFPVBQESA-M	glucosinolate biosynthesis from pentahomomethionine	CSCCCCCCC[C@H](N(O)O)C([O-])=O	CPD-14040		250.332
<i>N,N</i>-dimethyl-1,4-phenylenediamine	C8H12N2	InChIKey=BZORFPDSXLZWJF-UHFFFAOYSA-N		CN(C)C1(\C=C/C(/N)=C\C=1)	CPD0-1148	N,N-dimethyl-p-phenylenediamine // N,N-dimethyl-1,4-phenylenediamine // DMPD // dimethyl-4-phenylenediamine	136.196
N,N-dimethyl-&beta;-alanine	C5H11NO2	InChIKey=JMOXSQYGVIXBBZ-UHFFFAOYSA-N	&beta;-alanine betaine biosynthesis	C[NH+](CCC([O-])=O)C	CPD-6142		117.147
N,N-dimethylaniline	C8H11N	InChIKey=JLTDJTHDQAWBAV-UHFFFAOYSA-N		CN(C1(\C=C/C=C\C=1))C	NN-DIMETHYLANILINE		121.182
